num_days,mean_return,cumulative_return,sharpe,switch_count,same_code_streak_days,avg_entry_cost_bps,avg_exit_cost_bps,year,score_name,state_column,threshold,bad_side,fallback,fallback_top_k,gated_off_rate
241,0.002588351134439831,-0.010737048607036614,0.5597100423936712,167,73,0.0,0.0,2022,baseline,market_cc_mean,-0.0013616080299575506,low,cash,3,0.4066390041493776
241,0.01183741491643154,6.854256937527265,2.1501052407037857,164,76,0.0,0.0,2023,baseline,market_cc_mean,-0.0013616080299575506,low,cash,3,0.4315352697095436
241,0.04622278879543568,4.12970053195381,1.5044434935022988,167,73,0.0,0.0,2024,baseline,market_cc_mean,-0.0013616080299575506,low,cash,3,0.4107883817427386
242,-0.011671566769173554,-0.968795600770058,-2.6134172378707015,176,65,0.0,0.0,2025,baseline,market_cc_mean,-0.0013616080299575506,low,cash,3,0.3305785123966942
242,0.005540787934297518,0.2981932086460848,0.7953597753358419,175,66,0.0,0.0,2018,baseline,market_cc_mean,0.001191053737985551,high,cash,3,0.4669421487603306
243,0.0011731520950617291,-0.44499539768100027,0.22771142339684575,139,103,0.0,0.0,2019,baseline,market_cc_mean,0.001191053737985551,high,cash,3,0.522633744855967
242,0.0015833078904958673,-0.8875232041983965,0.1643957204510379,152,89,0.0,0.0,2020,baseline,market_cc_mean,0.001191053737985551,high,cash,3,0.45454545454545453
242,0.01255426575661157,1.0858901166271946,1.5562360120374943,148,93,0.0,0.0,2021,baseline,market_cc_mean,0.001191053737985551,high,cash,3,0.5537190082644629
241,0.0010424697668049794,-0.3107956727937018,0.23007899927315342,137,103,0.0,0.0,2022,baseline,market_cc_mean,0.001191053737985551,high,cash,3,0.5062240663900415
241,-0.0020687426672199184,-0.6510486171477412,-0.495232261550608,157,83,0.0,0.0,2023,baseline,market_cc_mean,0.001191053737985551,high,cash,3,0.45643153526970953
241,0.011435822662655604,-0.7224823741186288,0.9050359964994218,149,91,0.0,0.0,2024,baseline,market_cc_mean,0.001191053737985551,high,cash,3,0.49377593360995853
242,-0.006637021474958673,-0.891983136029726,-1.484734971247065,163,78,0.0,0.0,2025,baseline,market_cc_mean,0.001191053737985551,high,cash,3,0.5454545454545454
242,0.0012143240263223166,-0.5620907864294109,0.23421983316803677,152,89,0.0,0.0,2018,baseline,market_cc_mean,0.001191053737985551,low,cash,3,0.5330578512396694
243,0.015823615853909467,14.640082795949455,2.453523951033486,147,95,0.0,0.0,2019,baseline,market_cc_mean,0.001191053737985551,low,cash,3,0.4773662551440329
242,0.013562739750000004,7.108674204490606,1.9539883925521193,145,96,0.0,0.0,2020,baseline,market_cc_mean,0.001191053737985551,low,cash,3,0.5454545454545454
242,0.036374092061570246,18.660135454554194,1.8930363332110325,160,81,0.0,0.0,2021,baseline,market_cc_mean,0.001191053737985551,low,cash,3,0.4462809917355372
241,0.00160788691618257,-0.12679824890324853,0.3851126799020165,149,91,0.0,0.0,2022,baseline,market_cc_mean,0.001191053737985551,low,cash,3,0.49377593360995853
241,0.012848923412697097,9.959655141505705,2.4588282214871704,148,92,0.0,0.0,2023,baseline,market_cc_mean,0.001191053737985551,low,cash,3,0.5435684647302904
241,0.04391789580082987,5.246708864691306,1.452909332039759,149,91,0.0,0.0,2024,baseline,market_cc_mean,0.001191053737985551,low,cash,3,0.5062240663900415
242,-0.008535244859917357,-0.9242908562912928,-2.1205799831714707,176,65,0.0,0.0,2025,baseline,market_cc_mean,0.001191053737985551,low,cash,3,0.45454545454545453
242,0.0032227002524793367,-0.4677396021006154,0.43074106475667057,187,54,0.0,0.0,2018,baseline,market_cc_mean,0.003527426213847233,high,cash,3,0.371900826446281
243,0.00678137667942387,0.695679246881385,1.1108067452597021,153,89,0.0,0.0,2019,baseline,market_cc_mean,0.003527426213847233,high,cash,3,0.4074074074074074
242,-0.0004410613409090918,-0.9353801071937471,-0.04531070623385568,150,91,0.0,0.0,2020,baseline,market_cc_mean,0.003527426213847233,high,cash,3,0.3925619834710744
242,0.015286051184297517,2.0459188405128517,1.7760362535285963,164,77,0.0,0.0,2021,baseline,market_cc_mean,0.003527426213847233,high,cash,3,0.4214876033057851
241,0.0016866303597510368,-0.2410092111672545,0.35536991945200824,155,85,0.0,0.0,2022,baseline,market_cc_mean,0.003527426213847233,high,cash,3,0.4149377593360996
241,-0.0015595182387551866,-0.6373280199686304,-0.3462571347058528,163,77,0.0,0.0,2023,baseline,market_cc_mean,0.003527426213847233,high,cash,3,0.34024896265560167
241,0.015103039368049796,-0.6199956869200733,1.1057405003990575,149,91,0.0,0.0,2024,baseline,market_cc_mean,0.003527426213847233,high,cash,3,0.4149377593360996
242,-0.008444754210495863,-0.9395976407015247,-1.7081986867073355,182,59,0.0,0.0,2025,baseline,market_cc_mean,0.003527426213847233,high,cash,3,0.4380165289256198
242,0.0035324117081404973,0.06806888001528488,0.8005413650906912,131,110,0.0,0.0,2018,baseline,market_cc_mean,0.003527426213847233,low,cash,3,0.628099173553719
243,0.010215391269547324,4.11908012577649,1.8268332927134765,140,102,0.0,0.0,2019,baseline,market_cc_mean,0.003527426213847233,low,cash,3,0.5925925925925926
242,0.015587108981404963,13.113884333648496,2.2992646663000347,129,112,0.0,0.0,2020,baseline,market_cc_mean,0.003527426213847233,low,cash,3,0.6074380165289256
242,0.033642306633884296,12.463550535477069,1.7714790692709552,143,98,0.0,0.0,2021,baseline,market_cc_mean,0.003527426213847233,low,cash,3,0.5785123966942148
241,0.0009637263232365124,-0.20708599599010824,0.2453043452105335,138,102,0.0,0.0,2022,baseline,market_cc_mean,0.003527426213847233,low,cash,3,0.5850622406639004
241,0.012339698984232364,9.54502974528523,2.4914697938269303,124,116,0.0,0.0,2023,baseline,market_cc_mean,0.003527426213847233,low,cash,3,0.6597510373443983
241,0.04025067909543568,3.5619793092627905,1.3509946833790527,131,109,0.0,0.0,2024,baseline,market_cc_mean,0.003527426213847233,low,cash,3,0.5850622406639004
242,-0.006727512124380167,-0.8646101845644996,-1.9630976013728825,158,83,0.0,0.0,2025,baseline,market_cc_mean,0.003527426213847233,low,cash,3,0.5619834710743802
242,0.0047794898237190075,0.0059778692643555065,0.7271924778106094,138,103,0.0,0.0,2018,baseline,market_cc_std,0.022052693419258328,high,cash,3,0.4380165289256198
243,0.012482446864609056,7.030799050737418,2.1771841172601585,98,144,0.0,0.0,2019,baseline,market_cc_std,0.022052693419258328,high,cash,3,0.43209876543209874
242,0.00042971396528925675,-0.27443957427769605,0.11048893892125367,63,178,0.0,0.0,2020,baseline,market_cc_std,0.022052693419258328,high,cash,3,0.7396694214876033
242,-0.0014336821942148765,-0.35282440039610463,-0.935021682472045,12,229,0.0,0.0,2021,baseline,market_cc_std,0.022052693419258328,high,cash,3,0.9710743801652892
241,-0.0007815270676348561,-0.269335653698067,-0.3839413845484571,39,201,0.0,0.0,2022,baseline,market_cc_std,0.022052693419258328,high,cash,3,0.8713692946058091
241,0.003887570637178427,0.098684217023703,0.7298334265886766,143,97,0.0,0.0,2023,baseline,market_cc_std,0.022052693419258328,high,cash,3,0.14522821576763487
241,-0.004160887532365143,-0.8667080425042,-0.7903693563577279,80,160,0.0,0.0,2024,baseline,market_cc_std,0.022052693419258328,high,cash,3,0.7095435684647303
242,-0.006464958361735535,-0.8736800053299167,-1.6136476399662054,141,100,0.0,0.0,2025,baseline,market_cc_std,0.022052693419258328,high,cash,3,0.49173553719008267
242,0.0019756221369008277,-0.4348874021685909,0.3479759875718144,117,124,0.0,0.0,2018,baseline,market_cc_std,0.022052693419258328,low,cash,3,0.5619834710743802
243,0.004514321084362141,0.08087848762759076,0.7569685878327175,96,146,0.0,0.0,2019,baseline,market_cc_std,0.022052693419258328,low,cash,3,0.5679012345679012
242,0.014716333675206616,0.25701135341315706,1.312652310374817,115,126,0.0,0.0,2020,baseline,market_cc_std,0.022052693419258328,low,cash,3,0.2603305785123967
242,0.05036204001239669,62.36592767296241,2.435099755660835,146,95,0.0,0.0,2021,baseline,market_cc_std,0.022052693419258328,low,cash,3,0.028925619834710745
241,0.0034318837506224055,-0.1763462547119956,0.5904524909366159,157,83,0.0,0.0,2022,baseline,market_cc_std,0.022052693419258328,low,cash,3,0.12863070539419086
241,0.006892610108298752,2.4808789986738993,1.6812466516151405,41,199,0.0,0.0,2023,baseline,market_cc_std,0.022052693419258328,low,cash,3,0.8547717842323651
241,0.05951460599585063,12.00582455438745,1.8457345285427755,128,112,0.0,0.0,2024,baseline,market_cc_std,0.022052693419258328,low,cash,3,0.29045643153526973
242,-0.008707307973140496,-0.9352607297154507,-1.940790459254707,136,105,0.0,0.0,2025,baseline,market_cc_std,0.022052693419258328,low,cash,3,0.5082644628099173
242,0.008027923582809918,1.0228308635010541,1.1791071969002924,142,99,0.0,0.0,2018,baseline,market_cc_std,0.023118005490047062,high,cash,3,0.34710743801652894
243,0.014054455119753086,9.678524715679576,2.3401502372010814,100,142,0.0,0.0,2019,baseline,market_cc_std,0.023118005490047062,high,cash,3,0.3662551440329218
242,0.0023391225136363634,-0.01585406875882367,0.5160116447105244,81,160,0.0,0.0,2020,baseline,market_cc_std,0.023118005490047062,high,cash,3,0.6322314049586777
242,0.002637953263636363,0.49401411246896076,0.9604940390379005,31,210,0.0,0.0,2021,baseline,market_cc_std,0.023118005490047062,high,cash,3,0.9049586776859504
241,0.00047291181203319265,-0.11880810223431315,0.1667592259228673,62,178,0.0,0.0,2022,baseline,market_cc_std,0.023118005490047062,high,cash,3,0.7344398340248963
241,0.005187176529294609,0.3981464693875234,0.9322835037402919,144,96,0.0,0.0,2023,baseline,market_cc_std,0.023118005490047062,high,cash,3,0.0912863070539419
241,-0.00407173622946058,-0.954407597809861,-0.4858357773240448,90,150,0.0,0.0,2024,baseline,market_cc_std,0.023118005490047062,high,cash,3,0.6141078838174274
242,-0.010223887299752063,-0.9595681517010584,-2.1138426199881732,157,84,0.0,0.0,2025,baseline,market_cc_std,0.023118005490047062,high,cash,3,0.30991735537190085
242,-0.0012728116221900827,-0.7189627777000795,-0.23668059546294867,95,146,0.0,0.0,2018,baseline,market_cc_std,0.023118005490047062,low,cash,3,0.6528925619834711
243,0.0029423128292181073,-0.18712386181430107,0.5181310799159188,84,158,0.0,0.0,2019,baseline,market_cc_std,0.023118005490047062,low,cash,3,0.6337448559670782
242,0.01280692512685951,-0.07326986398248447,1.166899773662559,106,135,0.0,0.0,2020,baseline,market_cc_std,0.023118005490047062,low,cash,3,0.3677685950413223
242,0.04629040455454546,26.448791744300557,2.2478392535096026,155,86,0.0,0.0,2021,baseline,market_cc_std,0.023118005490047062,low,cash,3,0.09504132231404959
241,0.0021774448709543565,-0.31704498542719994,0.39812070516880693,146,94,0.0,0.0,2022,baseline,market_cc_std,0.023118005490047062,low,cash,3,0.26556016597510373
241,0.0055930042161825705,1.7353263058967014,1.4820971637814904,25,215,0.0,0.0,2023,baseline,market_cc_std,0.023118005490047062,low,cash,3,0.9087136929460581
241,0.05942545469294606,37.023261123016475,1.8818136014822338,120,120,0.0,0.0,2024,baseline,market_cc_std,0.023118005490047062,low,cash,3,0.38589211618257263
242,-0.004948379035123968,-0.7977370656709897,-1.3862795789657214,96,145,0.0,0.0,2025,baseline,market_cc_std,0.023118005490047062,low,cash,3,0.6900826446280992
242,0.008271488009380164,0.49324350863869615,1.1155026214662633,153,88,0.0,0.0,2018,baseline,market_cc_std,0.0241618756901682,high,cash,3,0.256198347107438
243,0.01593415745308642,14.884456361141291,2.5889281116793184,107,135,0.0,0.0,2019,baseline,market_cc_std,0.0241618756901682,high,cash,3,0.3004115226337449
242,0.0024797021165289266,-0.23106166144375762,0.45470020895504876,102,139,0.0,0.0,2020,baseline,market_cc_std,0.0241618756901682,high,cash,3,0.49173553719008267
242,0.023537427511570248,15.995593012236181,1.4830453619266615,68,173,0.0,0.0,2021,baseline,market_cc_std,0.0241618756901682,high,cash,3,0.7933884297520661
241,0.0012265901456431515,-0.09042666062338134,0.33775452510266457,85,155,0.0,0.0,2022,baseline,market_cc_std,0.0241618756901682,high,cash,3,0.5975103734439834
241,0.008760827529294609,1.5823044645275783,1.3509768852782178,143,97,0.0,0.0,2023,baseline,market_cc_std,0.0241618756901682,high,cash,3,0.058091286307053944
241,-0.008095147777178423,-0.9892511769966925,-0.8879669918503212,108,132,0.0,0.0,2024,baseline,market_cc_std,0.0241618756901682,high,cash,3,0.5062240663900415
242,-0.01254233119272727,-0.9797838075906831,-2.381918861760012,172,69,0.0,0.0,2025,baseline,market_cc_std,0.0241618756901682,high,cash,3,0.19834710743801653
242,-0.0015163760487603311,-0.6192913186817428,-0.3367687231681491,75,166,0.0,0.0,2018,baseline,market_cc_std,0.0241618756901682,low,cash,3,0.743801652892562
243,0.001062610495884773,-0.4535338361571425,0.19322530810487154,78,164,0.0,0.0,2019,baseline,market_cc_std,0.0241618756901682,low,cash,3,0.6995884773662552
242,0.012666345523966947,0.18609990813133503,1.200754120262624,92,149,0.0,0.0,2020,baseline,market_cc_std,0.0241618756901682,low,cash,3,0.5082644628099173
242,0.02539093030661157,1.4129127007619964,1.8743332142475007,161,80,0.0,0.0,2021,baseline,market_cc_std,0.0241618756901682,low,cash,3,0.2066115702479339
241,0.0014237665373443978,-0.33835524929473526,0.28605616813171725,135,105,0.0,0.0,2022,baseline,market_cc_std,0.0241618756901682,low,cash,3,0.4024896265560166
241,0.002019353216182571,0.4809976398007514,1.1551809667896873,15,225,0.0,0.0,2023,baseline,market_cc_std,0.0241618756901682,low,cash,3,0.941908713692946
241,0.0634488662406639,160.280152549522,2.0245340062523973,107,133,0.0,0.0,2024,baseline,market_cc_std,0.0241618756901682,low,cash,3,0.49377593360995853
242,-0.0026299351421487597,-0.5954794992196226,-0.9146318095069889,69,172,0.0,0.0,2025,baseline,market_cc_std,0.0241618756901682,low,cash,3,0.8016528925619835
242,0.005463357533223141,0.42912462959569586,0.8640999665181974,112,129,0.0,0.0,2018,baseline,market_amplitude_mean,3.095808213553826,high,cash,3,0.5826446280991735
243,0.009863743189711933,4.7728057499744905,1.981779547646489,96,146,0.0,0.0,2019,baseline,market_amplitude_mean,3.095808213553826,high,cash,3,0.5020576131687243
242,0.0024438368012396692,-0.1337567676382545,0.4424869486742257,70,171,0.0,0.0,2020,baseline,market_amplitude_mean,3.095808213553826,high,cash,3,0.7231404958677686
242,-0.0012222419070247936,-0.34733722591187,-0.6271720505348553,16,225,0.0,0.0,2021,baseline,market_amplitude_mean,3.095808213553826,high,cash,3,0.9545454545454546
241,-2.00131784232353e-05,-0.08175832126618521,-0.012302492726385889,30,210,0.0,0.0,2022,baseline,market_amplitude_mean,3.095808213553826,high,cash,3,0.9045643153526971
241,0.005682692740497927,0.333775206418937,0.9070278468589247,147,93,0.0,0.0,2023,baseline,market_amplitude_mean,3.095808213553826,high,cash,3,0.13692946058091288
241,-0.0071479411215767605,-0.985259819158528,-0.8714639854776113,77,163,0.0,0.0,2024,baseline,market_amplitude_mean,3.095808213553826,high,cash,3,0.6721991701244814
242,-0.009950277924132228,-0.9531321907484168,-2.187977600890992,164,77,0.0,0.0,2025,baseline,market_amplitude_mean,3.095808213553826,high,cash,3,0.32231404958677684
242,0.0012917544273966927,-0.6022105033472736,0.21699431328587498,126,115,0.0,0.0,2018,baseline,market_amplitude_mean,3.095808213553826,low,cash,3,0.41735537190082644
243,0.0071330247592592605,0.5036566807120633,1.0781071531878819,106,136,0.0,0.0,2019,baseline,market_amplitude_mean,3.095808213553826,low,cash,3,0.49794238683127573
242,0.012702210839256203,0.05286559091909937,1.208317221354629,115,126,0.0,0.0,2020,baseline,market_amplitude_mean,3.095808213553826,low,cash,3,0.2768595041322314
242,0.050150599725206614,61.833187159329334,2.428741187938258,150,91,0.0,0.0,2021,baseline,market_amplitude_mean,3.095808213553826,low,cash,3,0.045454545454545456
241,0.0026703698614107844,-0.3446012751132643,0.4494483135411282,156,84,0.0,0.0,2022,baseline,market_amplitude_mean,3.095808213553826,low,cash,3,0.0954356846473029
241,0.00509748800497925,1.8673398626747701,2.0905459810408797,45,195,0.0,0.0,2023,baseline,market_amplitude_mean,3.095808213553826,low,cash,3,0.8630705394190872
241,0.06250165958506224,116.60858515546721,1.9779011581494415,110,130,0.0,0.0,2024,baseline,market_amplitude_mean,3.095808213553826,low,cash,3,0.3278008298755187
242,-0.005221988410743801,-0.8255121285189345,-1.3279340213680162,98,143,0.0,0.0,2025,baseline,market_amplitude_mean,3.095808213553826,low,cash,3,0.6776859504132231
242,0.00549916605801653,0.35936482333450837,0.8491757116835349,126,115,0.0,0.0,2018,baseline,market_amplitude_mean,3.2558820921857476,high,cash,3,0.5165289256198347
243,0.014624201909876542,11.591445854010137,2.2459439259369804,104,138,0.0,0.0,2019,baseline,market_amplitude_mean,3.2558820921857476,high,cash,3,0.4444444444444444
242,0.005487362551239669,0.47933629878871864,0.8934653017865629,84,157,0.0,0.0,2020,baseline,market_amplitude_mean,3.2558820921857476,high,cash,3,0.6157024793388429
242,0.009201458831818181,4.508902259979222,2.2576487975973247,61,180,0.0,0.0,2021,baseline,market_amplitude_mean,3.2558820921857476,high,cash,3,0.7768595041322314
241,-0.0016524338161825725,-0.4363285150243261,-0.6904009312242678,58,182,0.0,0.0,2022,baseline,market_amplitude_mean,3.2558820921857476,high,cash,3,0.7634854771784232
241,0.007346008299419089,0.9256208774544148,1.1563527191753347,144,96,0.0,0.0,2023,baseline,market_amplitude_mean,3.2558820921857476,high,cash,3,0.1037344398340249
241,-0.001667920885062239,-0.9714774024126331,-0.17127014597070264,89,151,0.0,0.0,2024,baseline,market_amplitude_mean,3.2558820921857476,high,cash,3,0.5643153526970954
242,-0.01423866177950413,-0.9861676793436693,-2.7940717172887957,172,69,0.0,0.0,2025,baseline,market_amplitude_mean,3.2558820921857476,high,cash,3,0.21487603305785125
242,0.0012559459026033047,-0.5817967647078119,0.21707717041677493,122,119,0.0,0.0,2018,baseline,market_amplitude_mean,3.2558820921857476,low,cash,3,0.4834710743801653
243,0.002372566039094653,-0.31061785651584783,0.466499710020915,100,142,0.0,0.0,2019,baseline,market_amplitude_mean,3.2558820921857476,low,cash,3,0.5555555555555556
242,0.009658685089256207,-0.3834818401556186,0.9495525736157596,105,136,0.0,0.0,2020,baseline,market_amplitude_mean,3.2558820921857476,low,cash,3,0.384297520661157
242,0.03972689898636364,6.444111422002461,1.9455572910957533,147,94,0.0,0.0,2021,baseline,market_amplitude_mean,3.2558820921857476,low,cash,3,0.2231404958677686
241,0.004302790499170122,0.06766874220357355,0.7587093750707344,144,96,0.0,0.0,2022,baseline,market_amplitude_mean,3.2558820921857476,low,cash,3,0.23651452282157676
241,0.00343417244605809,0.9860538811087034,1.565676306110878,33,207,0.0,0.0,2023,baseline,market_amplitude_mean,3.2558820921857476,low,cash,3,0.8962655601659751
241,0.05702163934854772,59.77888973440049,1.8272903782840177,100,140,0.0,0.0,2024,baseline,market_amplitude_mean,3.2558820921857476,low,cash,3,0.43568464730290457
242,-0.0009336045553718993,-0.4087858082189162,-0.29718228450116585,69,172,0.0,0.0,2025,baseline,market_amplitude_mean,3.2558820921857476,low,cash,3,0.7851239669421488
242,0.007596367541487604,1.1322301143925975,1.147966400670331,139,102,0.0,0.0,2018,baseline,market_amplitude_mean,3.427573082844458,high,cash,3,0.4297520661157025
243,0.014181841986008227,9.724081038448483,2.1328594936679233,100,142,0.0,0.0,2019,baseline,market_amplitude_mean,3.427573082844458,high,cash,3,0.37448559670781895
242,0.008320971588429753,1.1724437093796753,1.198107365252086,94,147,0.0,0.0,2020,baseline,market_amplitude_mean,3.427573082844458,high,cash,3,0.4793388429752066
242,0.01608521691859504,15.350758251675511,2.509833327925507,96,145,0.0,0.0,2021,baseline,market_amplitude_mean,3.427573082844458,high,cash,3,0.5702479338842975
241,0.002105420665145227,0.2917366637655001,0.7230852006805989,79,161,0.0,0.0,2022,baseline,market_amplitude_mean,3.427573082844458,high,cash,3,0.6680497925311203
241,0.00972874041560166,2.210363997518778,1.4918137758463859,139,101,0.0,0.0,2023,baseline,market_amplitude_mean,3.427573082844458,high,cash,3,0.06639004149377593
241,0.003086999932365148,-0.9356114655293288,0.2982821564383959,101,139,0.0,0.0,2024,baseline,market_amplitude_mean,3.427573082844458,high,cash,3,0.4854771784232365
242,-0.01453279718859504,-0.9883441126368804,-2.68759279354631,173,68,0.0,0.0,2025,baseline,market_amplitude_mean,3.427573082844458,high,cash,3,0.128099173553719
242,-0.0008412555808677689,-0.7333820757789878,-0.14984673991757033,100,141,0.0,0.0,2018,baseline,market_amplitude_mean,3.427573082844458,low,cash,3,0.5702479338842975
243,0.002814925962962966,-0.19057699197898026,0.573474992980762,81,161,0.0,0.0,2019,baseline,market_amplitude_mean,3.427573082844458,low,cash,3,0.6255144032921811
242,0.00682507605206612,-0.5801789069229116,0.7077966297781827,77,164,0.0,0.0,2020,baseline,market_amplitude_mean,3.427573082844458,low,cash,3,0.5206611570247934
242,0.03284314089958678,1.5080722009943588,1.6550830520707158,124,117,0.0,0.0,2021,baseline,market_amplitude_mean,3.427573082844458,low,cash,3,0.4297520661157025
241,0.0005449360178423221,-0.5341044020337173,0.10036749142453111,146,94,0.0,0.0,2022,baseline,market_amplitude_mean,3.427573082844458,low,cash,3,0.33195020746887965
241,0.0010514403298755178,0.1912626792999399,0.6622871600140916,20,220,0.0,0.0,2023,baseline,market_amplitude_mean,3.427573082844458,low,cash,3,0.9336099585062241
241,0.052266718531120325,25.923610359401547,1.683786392338936,100,140,0.0,0.0,2024,baseline,market_amplitude_mean,3.427573082844458,low,cash,3,0.5145228215767634
242,-0.0006394691462809891,-0.2983919608587756,-0.24953219674025862,40,201,0.0,0.0,2025,baseline,market_amplitude_mean,3.427573082844458,low,cash,3,0.871900826446281
242,0.0033348628958677707,-0.10849311977057008,0.5411201605670106,85,156,0.0,0.0,2018,baseline,market_amount_top10_share,0.7429131119272752,high,cash,3,0.6363636363636364
243,-0.00028213966008230266,-0.7379683048322931,-0.04332746662575893,76,166,0.0,0.0,2019,baseline,market_amount_top10_share,0.7429131119272752,high,cash,3,0.6255144032921811
242,-0.0018721613954545437,-0.6797265610254712,-0.3910770340718034,50,191,0.0,0.0,2020,baseline,market_amount_top10_share,0.7429131119272752,high,cash,3,0.7975206611570248
242,0.001991957756198347,0.48646676357970375,1.1493009419959475,15,226,0.0,0.0,2021,baseline,market_amount_top10_share,0.7429131119272752,high,cash,3,0.9380165289256198
241,-0.00015282701576763768,-0.5755322311992673,-0.02939408567860973,118,122,0.0,0.0,2022,baseline,market_amount_top10_share,0.7429131119272752,high,cash,3,0.2946058091286307
241,0.005094604826141077,1.3095448306812485,1.4196444099279282,98,142,0.0,0.0,2023,baseline,market_amount_top10_share,0.7429131119272752,high,cash,3,0.5269709543568465
241,0.006130627082987551,-0.934378258793703,0.5065725983639587,87,153,0.0,0.0,2024,baseline,market_amount_top10_share,0.7429131119272752,high,cash,3,0.5062240663900415
242,-0.008902922313801652,-0.9384415880507294,-1.9819329874678964,108,133,0.0,0.0,2025,baseline,market_amount_top10_share,0.7429131119272752,high,cash,3,0.47107438016528924
242,0.003420249064752064,-0.36232599022165224,0.5587769955788728,133,108,0.0,0.0,2018,baseline,market_amount_top10_share,0.7429131119272752,low,cash,3,0.36363636363636365
243,0.017278907609053498,32.12697697447072,3.4185962475446363,90,152,0.0,0.0,2019,baseline,market_amount_top10_share,0.7429131119272752,low,cash,3,0.37448559670781895
242,0.01701820903595042,1.8476844525116958,1.5693461139810412,123,118,0.0,0.0,2020,baseline,market_amount_top10_share,0.7429131119272752,low,cash,3,0.2024793388429752
242,0.04693640006198347,26.588159547845564,2.2677089626962683,135,106,0.0,0.0,2021,baseline,market_amount_top10_share,0.7429131119272752,low,cash,3,0.06198347107438017
241,0.002803183698755187,0.41780947721974626,0.8485955586219579,68,172,0.0,0.0,2022,baseline,market_amount_top10_share,0.7429131119272752,low,cash,3,0.7053941908713693
241,0.005685575919336101,0.6559049932294239,1.000095011274093,100,140,0.0,0.0,2023,baseline,market_amount_top10_share,0.7429131119272752,low,cash,3,0.4730290456431535
241,0.04922309138049793,25.417644241583925,1.6181705581145223,86,154,0.0,0.0,2024,baseline,market_amount_top10_share,0.7429131119272752,low,cash,3,0.49377593360995853
242,-0.006269344021074378,-0.8671527737910358,-1.5674490769666214,94,147,0.0,0.0,2025,baseline,market_amount_top10_share,0.7429131119272752,low,cash,3,0.5289256198347108
242,0.00221594971404959,-0.4059716531004358,0.3399153599892627,98,143,0.0,0.0,2018,baseline,market_amount_top10_share,0.7508349180308138,high,cash,3,0.5495867768595041
