date,left_gap,right_gap,selected_source,confidence_edge,left_code,left_pred,left_true,right_code,right_pred,right_true,selected_code,selected_pred,selected_true,fold_year,disagreement,selected_is_left,selected_matches_left_pick,selected_matches_right_pick,top1_change_vs_left,top1_change_vs_right,selected_return,left_return,right_return,selector_alpha_vs_left,selector_alpha_vs_right,switch_from_prev,is_top_decile_day,is_bottom_decile_day
2015-02-13,0.0011352556000000001,0.023287561999999998,right,-0.0221523064,SZ002538,0.0065752952,0.052401748,SH601519,0.05790683,0.006415038,SH601519,0.05790683,0.006415038,2015,True,False,False,True,True,False,0.006415038,0.052401748,0.006415038,-0.04598671,0.0,True,False,False
2015-02-16,0.012320434800000002,0.021212436,right,-0.0088920012,SH600381,0.019259594,0.01815495,SH601519,0.061969444,-0.04669434,SH601519,0.061969444,-0.04669434,2015,True,False,False,True,True,False,-0.04669434,0.01815495,-0.04669434,-0.06484929,0.0,False,False,False
2015-02-17,0.05725763439999999,0.015305836000000003,left,0.04195179839999999,SH600381,0.06506279,0.002363674,SH601519,0.065771826,0.026278961,SH600381,0.06506279,0.002363674,2015,True,True,True,False,False,True,0.002363674,0.002363674,0.026278961,0.0,-0.023915287,True,False,False
2015-02-25,0.046006962,0.028482724,left,0.017524237999999998,SH600381,0.054612618,0.01613437,SH601519,0.078236416,0.01560606,SH600381,0.054612618,0.01613437,2015,True,True,True,False,False,True,0.01613437,0.01613437,0.01560606,0.0,0.0005283099999999988,False,False,False
2015-02-26,0.0010770374000000004,0.008828849,right,-0.007751811599999999,SH600103,0.005174419,-0.008358209,SH601519,0.050095294,0.09010891,SH601519,0.050095294,0.09010891,2015,True,False,False,True,True,False,0.09010891,-0.008358209,0.09010891,0.098467119,0.0,True,False,False
2015-02-27,0.0103046267,0.0029211760000000045,left,0.007383450699999995,SH600381,0.017294727,-0.035630647,SZ000509,0.051384546,0.017914178,SH600381,0.017294727,-0.035630647,2015,True,True,True,False,False,True,-0.035630647,-0.035630647,0.017914178,0.0,-0.053544825000000004,True,False,False
2015-03-02,0.0083179315,0.00257139,left,0.005746541500000001,SH600381,0.017818693,0.011274935,SZ000509,0.0613633,0.061527967,SH600381,0.017818693,0.011274935,2015,True,True,True,False,False,True,0.011274935,0.011274935,0.061527967,0.0,-0.050253032,False,False,False
2015-03-03,5.821769999999997e-05,0.009601200000000004,right,-0.009542982300000004,SZ002594,0.007776046,0.1483996,SZ002195,0.05558438,-0.027505936,SZ002195,0.05558438,-0.027505936,2015,True,False,False,True,True,False,-0.027505936,0.1483996,-0.027505936,-0.175905536,0.0,True,False,False
2015-03-04,0.020583785,0.025586422000000004,right,-0.005002637000000004,SH600381,0.0264641,0.0055746143,SH601519,0.068123415,-0.055270102,SH601519,0.068123415,-0.055270102,2015,True,False,False,True,True,False,-0.055270102,0.0055746143,-0.055270102,-0.060844716300000004,0.0,False,False,False
2015-03-05,0.0015573376999999996,0.002380863000000004,right,-0.0008235253000000043,SH600837,0.009195116,0.009979708,SH601519,0.04772168,0.04409819,SH601519,0.04772168,0.04409819,2015,True,False,False,True,True,False,0.04409819,0.009979708,0.04409819,0.034118482000000006,0.0,False,False,False
2015-03-06,0.0008659954999999993,0.007585979999999999,right,-0.0067199845,SH601788,0.0095007615,0.004852406,SZ000626,0.052382596,-0.031805426,SZ000626,0.052382596,-0.031805426,2015,True,False,False,True,True,False,-0.031805426,0.004852406,-0.031805426,-0.036657832,0.0,False,False,False
2015-03-09,0.002779921000000001,0.011518149999999998,right,-0.008738228999999997,SH600212,0.013321334,-0.032272525,SH600318,0.05917392,-0.044378698,SH600318,0.05917392,-0.044378698,2015,True,False,False,True,True,False,-0.044378698,-0.032272525,-0.044378698,-0.012106172999999998,0.0,False,False,False
2015-03-10,0.016617668000000002,0.001952513000000003,left,0.014665155,SH600381,0.024222698,-0.004119421,SH600318,0.04791136,-0.019543344,SH600381,0.024222698,-0.004119421,2015,True,True,True,False,False,True,-0.004119421,-0.004119421,-0.019543344,0.0,0.015423923,True,False,False
2015-03-11,0.000756838000000001,0.0005040099999999992,left,0.0002528280000000018,SZ002240,0.009602644,0.011863758,SZ300081,0.051755585,0.15100905,SZ002240,0.009602644,0.011863758,2015,True,True,True,False,False,True,0.011863758,0.011863758,0.15100905,0.0,-0.139145292,False,False,False
2015-03-12,0.00564717,0.021872824,right,-0.016225654,SZ300109,0.014412926,0.009785613,SZ300081,0.07044852,0.11809754,SZ300081,0.07044852,0.11809754,2015,True,False,False,True,True,False,0.11809754,0.009785613,0.11809754,0.108311927,0.0,True,True,False
2015-03-13,0.0273152717,0.0012089320000000028,left,0.026106339699999998,SH600381,0.034265347,0.085765384,SZ300343,0.035894122,0.0053376034,SH600381,0.034265347,0.085765384,2015,True,True,True,False,False,True,0.085765384,0.085765384,0.0053376034,0.0,0.0804277806,True,False,False
2015-03-16,0.0064767794,0.0067876909999999985,right,-0.0003109115999999981,SH600381,0.014230994,-0.0045672357,SZ300343,0.053872548,-0.01256526,SZ300343,0.053872548,-0.01256526,2015,True,False,False,True,True,False,-0.01256526,-0.0045672357,-0.01256526,-0.0079980243,0.0,True,False,False
2015-03-17,0.030797447999999998,0.0031280190000000027,left,0.027669428999999995,SH600381,0.04069846,-0.002444528,SZ002312,0.055288985,0.011166386,SH600381,0.04069846,-0.002444528,2015,True,True,True,False,False,True,-0.002444528,-0.002444528,0.011166386,0.0,-0.013610914,True,False,False
2015-03-18,0.0010188187999999997,0.00037910000000000027,left,0.0006397187999999995,SZ000601,0.007776046,-0.014260249,SZ300081,0.04319309,0.14819533,SZ000601,0.007776046,-0.014260249,2015,True,True,True,False,False,True,-0.014260249,-0.014260249,0.14819533,0.0,-0.162455579,False,False,False
2015-03-19,0.0007859463000000006,0.003257780000000002,right,-0.002471833700000001,SZ300277,0.0070410413,0.06931702,SZ300081,0.04825087,-0.0040680473,SZ300081,0.04825087,-0.0040680473,2015,True,False,False,True,True,False,-0.0040680473,0.06931702,-0.0040680473,-0.0733850673,0.0,True,False,False
2015-03-20,0.0004366372999999998,0.0033692970000000003,right,-0.0029326597000000005,SZ000548,0.0047887233,0.02005597,SZ300343,0.05486058,0.07677115,SZ300343,0.05486058,0.07677115,2015,True,False,False,True,True,False,0.07677115,0.02005597,0.07677115,0.05671518,0.0,False,False,False
2015-03-23,7.276999999999978e-06,0.004722904,right,-0.004715627,SZ000058,0.006291481,0.0072202166,SZ002312,0.052118614,0.011624171,SZ002312,0.052118614,0.011624171,2015,True,False,False,True,True,False,0.011624171,0.0072202166,0.011624171,0.004403954400000001,0.0,False,False,False
2015-03-24,0.0010915909999999994,0.010488301000000005,right,-0.009396710000000006,SH603008,0.009202393,-0.0038732397,SZ300159,0.051717415,0.099285565,SZ300159,0.051717415,0.099285565,2015,True,False,False,True,True,False,0.099285565,-0.0038732397,0.099285565,0.10315880470000001,0.0,False,False,False
2015-03-25,0.0006040139999999999,0.004414617999999995,right,-0.0038106039999999952,SH600381,0.009347939,0.010379373,SZ300081,0.049443364,-0.051635113,SZ300081,0.049443364,-0.051635113,2015,True,False,False,True,True,False,-0.051635113,0.010379373,-0.051635113,-0.06201448600000001,0.0,False,False,False
2015-03-26,0.001717438,0.0011749100000000012,left,0.0005425279999999987,SH600381,0.011327359,-0.047982834,SH600804,0.05187956,-0.033589214,SH600381,0.011327359,-0.047982834,2015,True,True,True,False,False,True,-0.047982834,-0.047982834,-0.033589214,0.0,-0.014393620000000003,True,False,False
2015-03-27,0.000531241,0.011430517000000001,right,-0.010899276000000001,SZ300250,0.009173284,0.03310471,SZ300159,0.058354277,0.034611538,SZ300159,0.058354277,0.034611538,2015,True,False,False,True,True,False,0.034611538,0.03310471,0.034611538,0.0015068279999999948,0.0,True,False,False
2015-03-30,3.638649999999997e-05,0.02033609,right,-0.020299703500000002,SZ300248,0.007011932,0.03127546,SZ300159,0.08597552,0.0709037,SZ300159,0.08597552,0.0709037,2015,True,False,False,True,True,False,0.0709037,0.03127546,0.0709037,0.03962824,0.0,False,False,False
2015-03-31,0.00248883,0.011162143,right,-0.008673312999999998,SH600185,0.009260612,-0.0008165931,SZ300159,0.055600323,0.14274107,SZ300159,0.055600323,0.14274107,2015,True,False,False,True,True,False,0.14274107,-0.0008165931,0.14274107,0.1435576631,0.0,False,True,False
2015-04-01,0.001033374,0.009046330000000005,right,-0.008012956000000005,SZ300363,0.009166007,-0.00077243935,SZ300159,0.06135398,-0.0292065,SZ300159,0.06135398,-0.0292065,2015,True,False,False,True,True,False,-0.0292065,-0.00077243935,-0.0292065,-0.02843406065,0.0,False,False,False
2015-04-02,0.0005130484000000005,0.013811721999999999,right,-0.013298673599999998,SZ300162,0.008096247,0.04813344,SZ300159,0.06260404,0.03629754,SZ300159,0.06260404,0.03629754,2015,True,False,False,True,True,False,0.03629754,0.04813344,0.03629754,-0.011835899999999996,0.0,False,False,False
2015-04-03,0.0006695102999999996,0.003539368000000001,right,-0.0028698577000000015,SZ002496,0.0072739143,-0.05256333,SZ002625,0.049655426,0.09931507,SZ002625,0.049655426,0.09931507,2015,True,False,False,True,True,False,0.09931507,-0.05256333,0.09931507,0.1518784,0.0,False,False,False
2015-04-07,0.0076229505,0.0011229589999999998,left,0.0064999915,SH600381,0.013364997,-0.03587897,SZ002044,0.061303053,0.0971238,SH600381,0.013364997,-0.03587897,2015,True,True,True,False,False,True,-0.03587897,-0.03587897,0.0971238,0.0,-0.13300277,True,False,False
2015-04-08,0.0015937249999999998,0.006901455000000008,right,-0.005307730000000008,SH600212,0.008511052,0.038631346,SZ300159,0.06649248,-0.011273895,SZ300159,0.06649248,-0.011273895,2015,True,False,False,True,True,False,-0.011273895,0.038631346,-0.011273895,-0.049905240999999996,0.0,True,False,False
2015-04-09,0.0008805504999999996,0.012187946000000005,right,-0.011307395500000005,SZ000711,0.0077323825,0.010150444,SZ300131,0.067187674,7.2229755e-13,SZ300131,0.067187674,7.2229755e-13,2015,True,False,False,True,True,False,7.2229755e-13,0.010150444,7.2229755e-13,-0.010150443999277703,0.0,False,False,False
2015-04-10,0.0030346253999999993,0.0006527770000000002,left,0.002381848399999999,SH600381,0.00987918,-0.016441137,SZ300018,0.05947241,-0.082973205,SH600381,0.00987918,-0.016441137,2015,True,True,True,False,False,True,-0.016441137,-0.016441137,-0.082973205,0.0,0.066532068,True,False,False
2015-04-13,0.0005676269999999994,0.0005647850000000121,left,2.8419999999872853e-06,SZ300328,0.010919831,-0.11101905,SZ002044,0.0632917,0.09806174,SZ300328,0.010919831,-0.11101905,2015,True,True,True,False,False,True,-0.11101905,-0.11101905,0.09806174,0.0,-0.20908079,False,False,True
2015-04-14,6.549700000000117e-05,0.011458543000000002,right,-0.011393046,SZ002151,0.00899863,0.031964235,SZ002044,0.06402246,0.09832636,SZ002044,0.06402246,0.09832636,2015,True,False,False,True,True,False,0.09832636,0.031964235,0.09832636,0.066362125,0.0,True,False,False
2015-04-15,0.0013899610000000003,0.013089903,right,-0.011699942,SZ300253,0.010999882,-0.07280742,SZ002044,0.06668792,-0.10511905,SZ002044,0.06668792,-0.10511905,2015,True,False,False,True,True,False,-0.10511905,-0.07280742,-0.10511905,-0.03231163000000001,0.0,False,False,True
2015-04-16,0.012764348999999998,0.011847532999999993,left,0.0009168160000000043,SH600381,0.024455572,-0.0373459,SZ002044,0.06989925,0.019156579,SH600381,0.024455572,-0.0373459,2015,True,True,True,False,False,True,-0.0373459,-0.0373459,0.019156579,0.0,-0.056502479,True,False,False
2015-04-17,0.015689815500000003,0.03347321,right,-0.0177833945,SH600381,0.026260337,0.079774015,SZ002044,0.08745616,-0.011225688,SZ002044,0.08745616,-0.011225688,2015,True,False,False,True,True,False,-0.011225688,0.079774015,-0.011225688,-0.090999703,0.0,True,False,False
2015-04-20,0.0010915920000000006,0.006530121,right,-0.005438528999999999,SZ000721,0.0118586,0.029737037,SZ002044,0.063429184,0.117227726,SZ002044,0.063429184,0.117227726,2015,True,False,False,True,True,False,0.117227726,0.029737037,0.117227726,0.08749068900000001,0.0,False,True,False
2015-04-21,0.044631557,0.04103204,left,0.0035995170000000035,SH600381,0.054379746,0.0057337014,SZ002044,0.08484453,-0.051518373,SH600381,0.054379746,0.0057337014,2015,True,True,True,False,False,True,0.0057337014,0.0057337014,-0.051518373,0.0,0.0572520744,True,False,False
2015-04-22,0.0004984936000000002,0.015090509999999994,right,-0.014592016399999994,SZ000819,0.0066626226,-0.032100305,SZ002044,0.07031209,-0.0064781364,SZ002044,0.07031209,-0.0064781364,2015,True,False,False,True,True,False,-0.0064781364,-0.032100305,-0.0064781364,0.025622168600000002,0.0,True,False,False
2015-04-23,0.0007168119000000002,0.0006684510000000005,left,4.836089999999977e-05,SZ000598,0.0075759212,-0.017175736,SZ002044,0.064245336,-0.031473354,SZ000598,0.0075759212,-0.017175736,2015,True,True,True,False,False,True,-0.017175736,-0.017175736,-0.031473354,0.0,0.014297618000000002,True,False,False
2015-04-24,0.000767752699999999,0.0010665859999999944,right,-0.0002988332999999954,SZ300251,0.008030751,-0.06510621,SZ002044,0.0632711,-0.101113416,SZ002044,0.0632711,-0.101113416,2015,True,False,False,True,True,False,-0.101113416,-0.06510621,-0.101113416,-0.036007206,0.0,True,False,True
